,Sentiment,Text,translated_text
3152,neutral,"Thanks to the development of a system that enables it to trace the origin of all the palm oil that it uses , it knows exactly where and how its palm oil has been produced .","Berkat pengembangan sistem yang memungkinkannya melacak asal semua minyak sawit yang digunakannya, ia tahu persis di mana dan bagaimana minyak sawitnya diproduksi."
3153,neutral,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",Pusat teknologi seluas 19.200 meter persegi terletak di dekat Universitas Tampere di pusat Tampere .
3154,neutral,"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",Ladang angin 5.000 megawatt yang sedang direncanakan di Raahe akan dibangun di lepas pantai di depan Raahe Works milik Ruukki.
3155,neutral,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",Pabrik yang diakuisisi memiliki kapasitas tahunan sekitar 300.000 ton dan sebagian besar produksinya dijual ke pelanggan domestik.
3156,neutral,The acquisition is expected to take place by the end of August 2007 .,Akuisisi ini diharapkan berlangsung pada akhir Agustus 2007 .
3157,neutral,The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,Akuisisi AVC Systemhaus dan saham mayoritas di Cableway akan menambah jumlah personel Teleste sebanyak 250 .
3158,neutral,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .","Akuisisi ini dibiayai dengan utang $2,56 miliar yang diatur oleh Goldman, Sachs & Co."
3159,neutral,"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .","Maskapai ini menargetkan agen perjalanan, operator tur dan perusahaan manajemen perjalanan untuk meningkatkan kesadaran terlebih dahulu sebelum menargetkan konsumen, tambahnya."
3160,neutral,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .","Laporan Tahunan memuat laporan keuangan, laporan keuangan konsolidasi, laporan Direksi dan laporan auditor."
3161,neutral,"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",Laporan Tahunan akan dikirimkan secara otomatis kepada pemegang saham yang memiliki sedikitnya 2.000 saham Sampo plc.
3162,neutral,"The Apple Inc. iPhone wo n't change the game plan for Verizon Communications Inc. , Chief Executive Ivan Seidenberg said Wednesday .","Apple Inc. iPhone tidak akan mengubah rencana permainan untuk Verizon Communications Inc., Chief Executive Ivan Seidenberg mengatakan Rabu."
3163,neutral,"The approximately 20,000 dwt vessel has been ordered from India .",Kapal dengan berat sekitar 20.000 dwt telah dipesan dari India.
3164,neutral,The arrangements do not apply to the group 's units outside Finland .,Pengaturan tidak berlaku untuk unit grup di luar Finlandia.
3165,neutral,"The Bank of +_land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .","Bank of +_land mengakuisisi bisnis perbankan swasta , manajemen aset , dan bisnis pialang saham Kaupthing Swedia pada awal 2009 ."
3166,neutral,"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .","Bank of Tokyo-Mitsubishi UFJ, Ltd bertindak sebagai agen untuk pinjaman tersebut."
3167,neutral,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,Bank VTB24 memberikan pinjaman hipotek untuk membeli apartemen di kompleks pada 11-13% per tahun dalam rubel.
3168,neutral,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .","Penjual terbesar di jaringan supermarket di Finlandia adalah tomat Pirkka organik, wortel, telur, dan produk daging."
3169,neutral,The bond has a value of EUR150m and a maturity of 4 years .,Obligasi tersebut memiliki nilai EUR150m dan jatuh tempo 4 tahun.
3170,neutral,The bridge will be built to the south of the existing bridge spanning the strait .,Jembatan itu akan dibangun di sebelah selatan jembatan eksisting yang membentang di selat itu.
3171,neutral,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .","Bangunan tersebut akan menampung, misalnya, lokasi Jyvaskyla di Respecta Oy, serta perusahaan lain yang akan diumumkan kemudian, kata Samuel Koivisto, Direktur operasi Technopolis di Jyvaskyla."
3172,neutral,"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .","Tujuan bisnis untuk tahun 2009 akan terwujud dengan pemberhentian sementara yang dilakukan pada musim panas tahun 2009, dan dengan langkah-langkah penghematan lainnya."
3173,neutral,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .","Unit bisnis Grup InvestLesProm mencakup seluruh rantai industri kehutanan, dan Grup memiliki hutan, pabrik penggergajian, pabrik kertas dan pulp, serta pabrik pengolahan lainnya."
3174,neutral,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .","Bisnis yang akan divestasi menawarkan produk susu, lemak yang dapat dimakan, makanan siap saji dan kemasan es krim kepada pelanggan multinasional dan lokal."
3175,neutral,"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .","Selubung terdiri dari bagian selubung sisi pertama yang dilengkapi dengan segmen tong sisi pertama dan bagian selubung sisi kedua yang dilengkapi dengan segmen tong sisi kedua, setidaknya bagian selubung samping pertama yang dapat diputar di sekitar sumbu rotasi."
3176,neutral,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .","Perubahan tersebut akan berlaku mulai 1 Januari 2010, dan diperkirakan tidak berdampak pada jumlah karyawan."
3177,neutral,"The city will invite , however , a public procurement tender for the tailor-made public furniture , such as park benches , litter receptacles , public toilets , as well as bus shelters , street lights , and other .","Akan tetapi, Pemprov DKI akan mengundang tender pengadaan umum untuk furniture umum tailor-made, seperti bangku taman, tempat sampah, toilet umum, serta halte bus, lampu jalan, dan lainnya."
3178,neutral,The combined value of the orders is almost EUR 3mn .,Nilai gabungan pesanan hampir EUR 3 juta .
3179,neutral,The combined value of the orders is EUR 45mn .,Nilai gabungan dari pesanan adalah EUR 45jt .
3180,neutral,The combined value of the planned investments is about EUR 30mn .,Nilai gabungan dari investasi yang direncanakan adalah sekitar EUR 30 juta.
3181,neutral,The companies aim to close the deal before the end of the year .,Perusahaan bertujuan untuk menutup kesepakatan sebelum akhir tahun.
3182,neutral,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,Perusahaan juga mengatakan akan menjual sekitar 150 hektar tanah ke kota Valkeakoski pada akhir tahun sebagai bagian dari program `` Dari pekerjaan ke pekerjaan ''.
3183,neutral,"The company can not give up palm oil altogether , however .","Akan tetapi, perusahaan tidak bisa melepaskan kelapa sawit sama sekali."
3184,neutral,The company did not disclose the price of the acquisition .,Perusahaan tidak mengungkapkan harga akuisisi tersebut.
3185,neutral,The company distributes Hiab 's products as well as other products .,Perusahaan mendistribusikan produk Hiab serta produk lainnya.
3186,neutral,The company does not at present hold any of its own shares .,Perusahaan saat ini tidak memiliki sahamnya sendiri.
3187,neutral,The company does not disclose the sum it applied for .,Perusahaan tidak mengungkapkan jumlah yang diminta.
3188,neutral,The company expects meat purchases to remain at about 8mn kilos in 2011 .,Perusahaan memperkirakan pembelian daging akan tetap sekitar 8 juta kilo di tahun 2011 .
3189,neutral,The company expects to open its first online shop in the US in the summer in 2011 .,Perusahaan mengharapkan untuk membuka toko online pertama di AS pada musim panas tahun 2011 .
3190,neutral,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .","Perusahaan telah memutuskan untuk menghentikan operasi Divisi Konstruksi Ruukki di Latvia dan Lithuania , dan memusatkan produksi dan logistik di Parnu , Estonia pada tahun 2009 ."
3191,neutral,"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",Perusahaan bermaksud untuk meluncurkan pembangunan perumahan di bidang tanah yang diperoleh dan membangun 50.000-60.000 meter persegi perumahan per tahun pada tahun 2011 .
3192,neutral,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .","Perusahaan ini berkantor pusat di Sievi, Finlandia, dan terdaftar di Bursa Nordik di Helsinki."
3193,neutral,The company may at any time have in its possession one tenth of all its shares at the maximum .,Perusahaan dapat setiap saat memiliki paling banyak sepersepuluh dari seluruh sahamnya.
3194,neutral,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,Perusahaan mengoperasikan pembangkit listrik di wilayah Tyumen dan Chelyabinsk dan di Distrik Otonomi Khanty-Mansi .
3195,neutral,"The company operates worldwide and employs in total approximately 47,000 persons .",Perusahaan ini beroperasi di seluruh dunia dan mempekerjakan total sekitar 47.000 orang.
3196,neutral,The company reiterates its outlook for 2009 .,Perusahaan mengulangi pandangannya untuk tahun 2009 .
3197,neutral,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .","Dewan direksi perusahaan akan mengusulkan dividen sebesar EUR 0,95 per saham untuk tahun 2008 pada rapat umum tahunan yang dijadwalkan akan diadakan pada tanggal 23 Maret 2009 ."
3198,neutral,The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,"Dewan direksi perusahaan akan mengusulkan dividen sebesar EUR0,15 per saham untuk tahun 2005 ."
3199,neutral,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,"Dewan direksi perusahaan akan mengusulkan dividen sebesar EUR1,00 per saham untuk tahun 2005 ."
3200,neutral,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,Portofolio persewaan peralatan perusahaan terutama terdiri dari peralatan untuk pelanggan kecil dan menengah di industri konstruksi.
3201,neutral,The company 's model is based on developer contracting construction projects and customer focused project management .,Model perusahaan didasarkan pada proyek konstruksi yang dikontrak pengembang dan manajemen proyek yang berfokus pada pelanggan.
3202,neutral,The company said that the results of the third quarter do not include non-recurring items .,Perusahaan mengatakan bahwa hasil kuartal ketiga tidak termasuk item yang tidak berulang.
3203,neutral,The company says the measures are no longer needed .,Perusahaan mengatakan tindakan itu tidak lagi diperlukan.
3204,neutral,"The Company serves approximately 3,000 customers in over 100 countries .",Perusahaan melayani sekitar 3.000 pelanggan di lebih dari 100 negara.
3205,neutral,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .","Perusahaan melayani pelanggan di berbagai industri , termasuk proses dan sumber daya , mesin industri , arsitektur , bangunan , konstruksi , listrik , transportasi , elektronik , kimia , petrokimia , energi , dan teknologi informasi , serta katering dan rumah tangga ."
